last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Taillon, Jameson,592791,NYY,SIFT,Sinker,0.3,1,312,11.1,89,0.268,0.427,0.368,11.7,3.4,6.5,0.312,0.465,0.365,32.9
Brash, Matt,666374,SEA,SL,Slider,0.1,1,354,37.9,89,0.175,0.263,0.251,44.8,43.8,30,0.175,0.261,0.241,26.8
Flaherty, Jack,656427,STL,FF,4-Seamer,2.4,8,320,48.3,89,0.319,0.594,0.467,19.9,19.1,17,0.26,0.441,0.392,32.7
Odorizzi, Jake,543606,ATL,FS,Splitter,0.8,2,299,16.6,88,0.259,0.321,0.291,22.2,22.7,15.9,0.211,0.27,0.249,27.9
Cishek, Steve,518553,WSH,FF,4-Seamer,-0.6,-2,339,28.9,88,0.127,0.169,0.242,29.5,37.5,20.9,0.144,0.213,0.262,35.9
Duran, Jhoan,661395,MIN,CUKC,Curveball,-2.5,-8,321,31.4,88,0.12,0.217,0.179,49.7,51.1,32.4,0.127,0.197,0.166,28.2
Lugo, Seth,607625,NYM,FF,4-Seamer,-1.9,-6,312,28.9,88,0.171,0.263,0.249,22.8,29.5,21.3,0.181,0.278,0.259,43.1
Kimbrel, Craig,518886,LAD,CUKC,Curveball,0.2,1,339,31.5,88,0.167,0.244,0.257,43.6,33,24.8,0.215,0.356,0.297,42
Gomber, Austin,596295,COL,CUKC,Curveball,1.2,4,352,17.1,88,0.209,0.419,0.285,23.9,27.3,15.7,0.184,0.346,0.238,27.4
Smith, Drew,622098,NYM,FF,4-Seamer,-0.1,0,409,52.4,88,0.24,0.427,0.338,26.7,20.5,16.8,0.261,0.485,0.367,63.8
Floro, Dylan,571670,MIA,SIFT,Sinker,-0.7,-2,314,36.4,88,0.275,0.313,0.323,12.4,21.6,20.4,0.246,0.293,0.271,25.8
Buehler, Walker,621111,LAD,FF,4-Seamer,3,11,358,34.2,88,0.368,0.618,0.46,13.2,9.1,9.3,0.308,0.583,0.423,51.5
Garrett, Braxton,666129,MIA,SIFT,Sinker,-1.8,-6,325,22.6,88,0.278,0.367,0.32,16.8,13.6,21.4,0.269,0.338,0.305,33.8
Kelly, Merrill,518876,ARI,CUKC,Curveball,0.7,3,414,13.5,87,0.232,0.354,0.288,27.9,26.4,18.4,0.28,0.424,0.326,42.4
Lyles, Jordan,543475,BAL,CUKC,Curveball,0,0,400,13.4,87,0.205,0.325,0.244,24,26.4,18.3,0.236,0.397,0.288,46.8
Alexander, Tyler,641302,DET,FF,4-Seamer,0.4,2,375,23.6,87,0.224,0.5,0.346,16.4,16.1,12.3,0.257,0.557,0.393,50
Hendricks, Kyle,543294,CHC,FF,4-Seamer,-0.5,-2,358,26.6,87,0.234,0.623,0.389,15.9,18.4,20,0.288,0.656,0.431,58.1
Vest, Will,676684,DET,SL,Slider,-0.4,-1,360,33.2,87,0.211,0.303,0.283,30.4,27.6,21.4,0.225,0.386,0.304,40
Arano, Víctor,644364,WSH,SIFT,Sinker,2.3,7,294,43.4,87,0.333,0.413,0.399,10,5.7,11.9,0.291,0.397,0.344,27.8
Lambert, Jimmy,669424,CWS,FF,4-Seamer,-0.1,0,364,44.5,87,0.25,0.444,0.353,21.5,20.7,17.8,0.211,0.366,0.312,35.7
Chacín, Jhoulys,468504,COL,SIFT,Sinker,3.5,10,281,35.8,87,0.39,0.584,0.468,10.4,5.7,10.9,0.32,0.509,0.397,50
Cortes, Nestor,641482,NYY,SL,Slider,0.1,1,462,18.7,87,0.268,0.427,0.322,20.8,14.9,13.3,0.238,0.356,0.283,23.2
Sandoval, Patrick,663776,LAA,SIFT,Sinker,-2.2,-8,349,14.2,87,0.227,0.267,0.304,11.9,5.7,13.5,0.275,0.356,0.331,35.2
Moran, Jovani,663558,MIN,CH,Changeup,-2.2,-7,306,45.5,87,0.101,0.139,0.159,49.7,40.2,31.3,0.137,0.192,0.196,13.6
Alvarado, José,621237,PHI,FC,Cutter,-2.9,-11,378,42.9,87,0.119,0.155,0.16,55.7,65.5,33.1,0.085,0.121,0.11,25.9
Kelly, Joe,523260,CWS,CUKC,Curveball,-0.3,-1,365,51.9,87,0.263,0.316,0.317,36.7,24.1,21.2,0.192,0.23,0.247,21.4
Feltner, Ryan,663372,COL,SIFT,Sinker,-1,-3,338,20.2,87,0.284,0.444,0.34,12.6,14.9,27.1,0.287,0.479,0.354,48.5
Banks, Tanner,621383,CWS,FF,4-Seamer,-1.6,-7,403,44.9,87,0.162,0.189,0.229,22,35.6,23,0.204,0.29,0.284,34.1
Farmer, Buck,571656,CIN,FF,4-Seamer,0,0,374,43.7,87,0.197,0.366,0.319,28.3,26.4,20.9,0.226,0.42,0.35,49
Krehbiel, Joey,607216,BAL,CH,Changeup,-2,-6,324,33.2,87,0.183,0.354,0.266,24.8,25.3,19.1,0.234,0.358,0.276,31.1
Schreiber, John,670167,BOS,SL,Slider,-0.7,-3,385,37.7,86,0.162,0.311,0.271,43.1,38.4,27.5,0.152,0.233,0.241,35.7
Staumont, Josh,622251,KC,FF,4-Seamer,-1.3,-5,373,51,86,0.172,0.219,0.294,25.9,20.9,20.7,0.227,0.337,0.348,37.5
Mantiply, Joe,573009,ARI,SIFT,Sinker,-1.1,-4,364,42.3,86,0.3,0.35,0.315,12.7,15.1,24.5,0.293,0.44,0.333,44.9
Arano, Víctor,644364,WSH,SL,Slider,0.5,2,318,46.9,86,0.235,0.395,0.315,42.9,36,26.3,0.185,0.347,0.255,44
Clarke, Taylor,664199,KC,FF,4-Seamer,1.3,5,364,42.4,86,0.296,0.506,0.363,15.3,18.6,12.9,0.264,0.485,0.341,50.8
Houck, Tanner,656557,BOS,SL,Slider,-1.7,-6,375,40.8,86,0.152,0.253,0.221,37.3,33.7,24,0.219,0.32,0.266,35.3
Manaea, Sean,640455,SD,SL,Slider,0.2,1,345,13.9,86,0.21,0.42,0.292,28.7,24.4,20.8,0.206,0.311,0.247,32.8
Boxberger, Brad,502202,MIL,CH,Changeup,-1.8,-4,246,22.6,86,0.25,0.316,0.299,23.1,16.3,15.9,0.265,0.392,0.321,34.4
Urquidy, José,664353,HOU,CUKC,Curveball,1.1,4,371,14.1,86,0.291,0.468,0.356,23.3,26.7,20.7,0.254,0.393,0.313,41.1
Winckowski, Josh,670174,BOS,SL,Slider,0.4,1,342,28.6,86,0.25,0.461,0.347,26.1,24.4,17.1,0.224,0.407,0.32,36.4
Greinke, Zack,425844,KC,FC,Cutter,0.7,2,316,13.9,85,0.273,0.364,0.31,20.5,16.5,13.3,0.28,0.455,0.36,34.4
Wacha, Michael,608379,BOS,SIFT,Sinker,-1.3,-3,245,12.6,85,0.212,0.263,0.254,7.5,4.7,8,0.268,0.448,0.332,31.6
Pagán, Emilio,641941,MIN,FS,Splitter,0.8,2,278,24.7,85,0.259,0.444,0.341,35.1,35.3,26.8,0.214,0.328,0.257,41.2
Ort, Kaleb,672391,BOS,FF,4-Seamer,0.7,2,316,59.7,85,0.321,0.487,0.378,27.1,21.2,18.8,0.255,0.45,0.334,53.3
Matz, Steven,571927,STL,SIFT,Sinker,1.2,5,412,48.5,84,0.303,0.539,0.402,31.5,34.5,19.1,0.285,0.42,0.343,44.7
Neris, Héctor,593576,HOU,FS,Splitter,-0.4,-1,312,30.8,84,0.173,0.247,0.2,52.4,51.2,34.1,0.198,0.274,0.223,50
Sanmartin, Reiver,665665,CIN,CH,Changeup,3.6,12,339,32.9,84,0.347,0.613,0.448,35.5,17.9,17.2,0.244,0.408,0.323,36.1
Snead, Kirby,669912,OAK,SL,Slider,2.1,6,292,37.4,84,0.321,0.5,0.37,25,20.2,17.5,0.239,0.356,0.282,33.9
Stratton, Chris,608717,STL,CUKC,Curveball,-2,-6,318,28.9,84,0.173,0.24,0.21,27.9,28.6,24,0.196,0.296,0.248,33.3
Syndergaard, Noah,592789,PHI,FF,4-Seamer,1.1,3,302,14.9,84,0.316,0.605,0.415,20.1,19,19,0.27,0.517,0.367,42.6
Bellatti, Andrew,571479,PHI,FF,4-Seamer,-1.2,-5,389,40.4,84,0.265,0.397,0.352,30,26.2,24.2,0.225,0.397,0.349,45.8
Snell, Blake,605483,SD,CUKC,Curveball,-0.7,-3,354,15.1,84,0.179,0.308,0.245,43.1,41.7,19.9,0.181,0.295,0.233,31.8
Scott, Tanner,656945,MIA,FF,4-Seamer,0.6,3,482,37.9,84,0.231,0.308,0.34,34.1,33.3,19.9,0.218,0.312,0.337,35.1
García, Jarlín,606424,SF,CH,Changeup,1.4,4,293,28.9,84,0.259,0.444,0.315,33.6,22.6,22.4,0.253,0.433,0.309,35.5
Waldichuk, Ken,686610,OAK,FF,4-Seamer,2,6,331,56.5,84,0.311,0.608,0.429,21.3,21.4,16.7,0.284,0.497,0.378,50
Jiménez, Dany,666204,OAK,SL,Slider,-3.6,-12,332,61.6,83,0.095,0.149,0.18,47.6,33.7,27.5,0.126,0.185,0.196,34.8
Krehbiel, Joey,607216,BAL,FF,4-Seamer,-0.8,-3,339,34.7,83,0.23,0.405,0.319,15.2,15.7,14.1,0.233,0.415,0.316,41.9
Rainey, Tanner,663432,WSH,FF,4-Seamer,-0.5,-2,367,70.4,83,0.233,0.438,0.346,25.8,22.9,20.9,0.257,0.506,0.37,50
Martínez, Adrián,661309,OAK,CH,Changeup,0.3,1,280,27.6,83,0.233,0.384,0.31,31.1,27.7,19.3,0.254,0.419,0.328,34.6
Sawamura, Hirokazu,617228,BOS,FS,Splitter,0.8,2,314,37.5,83,0.192,0.219,0.263,36.3,33.7,21.7,0.174,0.236,0.219,33.3
Oller, Adam,670124,OAK,FC,Cutter,0.5,2,321,24.8,83,0.229,0.471,0.358,25.2,10.8,17.3,0.239,0.467,0.364,29.5
Schreiber, John,670167,BOS,FF,4-Seamer,-0.8,-2,298,29.2,83,0.178,0.301,0.27,33.1,38.6,23.2,0.164,0.276,0.245,45.2
Barnes, Matt,598264,BOS,CUKC,Curveball,-0.1,0,325,46.9,83,0.266,0.316,0.298,31.9,26.5,20.2,0.216,0.312,0.26,43.9
Snead, Kirby,669912,OAK,SIFT,Sinker,1.8,6,327,41.9,83,0.347,0.556,0.431,10.2,7.2,10.3,0.319,0.512,0.397,40.3
Walker, Taijuan,592836,NYM,SIFT,Sinker,0,0,283,11.3,83,0.338,0.455,0.383,10.7,6,13.9,0.325,0.49,0.377,30.6
Armstrong, Shawn,542888,TB,FF,4-Seamer,0.1,0,303,28.9,83,0.197,0.355,0.265,36.1,49.4,25.3,0.145,0.243,0.204,41.7
Kuhnel, Joel,669270,CIN,SIFT,Sinker,2.9,8,275,29.4,83,0.352,0.493,0.407,15,10.8,15.5,0.25,0.332,0.312,41.3
Otto, Glenn,657248,TEX,CUKC,Curveball,0.4,1,333,14.9,83,0.303,0.5,0.382,23.8,14.5,14.6,0.283,0.477,0.366,39.1
Rogers, Trevor,669432,MIA,SL,Slider,0.9,3,345,17.8,83,0.208,0.325,0.246,34,36.1,21.4,0.189,0.255,0.218,14.3
Mantiply, Joe,573009,ARI,CH,Changeup,0,0,224,26,83,0.235,0.358,0.258,32.2,19.3,19.5,0.236,0.353,0.258,30.3
Leone, Dominic,608678,SF,FF,4-Seamer,2,6,306,37,82,0.342,0.63,0.451,18.9,19.5,15.7,0.237,0.396,0.314,55.2
Thompson, Ryan,657044,TB,SIFT,Sinker,0.5,1,324,47.7,82,0.273,0.442,0.359,17.4,11,23.1,0.267,0.381,0.302,44.9
Bassitt, Chris,605135,NYM,CUKC,Curveball,-0.8,-3,401,13.9,82,0.156,0.195,0.198,26.5,25.6,17.4,0.181,0.222,0.21,10.7
Faedo, Alex,656412,DET,SL,Slider,0.3,1,338,35,82,0.243,0.338,0.299,36,25.6,22.1,0.24,0.344,0.294,37
Thompson, Mason,666168,WSH,SIFT,Sinker,-1.5,-4,268,72.8,82,0.233,0.288,0.275,16.1,8.5,10.8,0.256,0.335,0.302,32.8
Wilson, Bryse,669060,PIT,CH,Changeup,3.9,11,270,14.8,82,0.301,0.534,0.406,18.8,12.2,13.9,0.31,0.499,0.387,54.7
Darvish, Yu,506433,SD,FS,Splitter,-1.7,-4,222,7.5,82,0.138,0.25,0.177,39.7,47.6,24.2,0.16,0.255,0.192,39
Morton, Charlie,450203,ATL,SIFT,Sinker,0.6,2,313,10.8,82,0.292,0.375,0.364,6.7,9.8,17.8,0.335,0.454,0.387,46.9
Gilbert, Logan,669302,SEA,CUKC,Curveball,-0.4,-1,377,12.5,82,0.253,0.43,0.301,23.3,17.1,19.4,0.277,0.433,0.313,48.5
Leclerc, José,600917,TEX,SL,Slider,-2.4,-7,277,35.4,81,0.156,0.247,0.19,42.1,38.3,30.7,0.13,0.213,0.17,23.4
Ginkel, Kevin,656464,ARI,FF,4-Seamer,1.2,4,297,62,81,0.279,0.397,0.361,15.3,14.8,14.1,0.256,0.389,0.337,35.1
Thompson, Zach,605507,PIT,FF,4-Seamer,-0.2,-1,337,16.2,81,0.225,0.352,0.315,25.7,19.8,13.7,0.261,0.459,0.358,38.2
Lauer, Eric,641778,MIL,CUKC,Curveball,1,4,429,16,81,0.324,0.595,0.409,17,9.9,13.6,0.324,0.57,0.402,34.3
Taillon, Jameson,592791,NYY,CH,Changeup,1.9,5,237,8.4,81,0.276,0.526,0.362,18.9,9.9,12.9,0.307,0.517,0.376,30.9
Minter, A.J.,621345,ATL,FC,Cutter,0.9,3,357,32.1,81,0.338,0.5,0.369,36.2,28.4,24,0.235,0.331,0.268,27.8
Wentz, Joey,666214,DET,FF,4-Seamer,-0.4,-1,306,55.1,81,0.209,0.343,0.313,14.1,13.6,12,0.215,0.37,0.335,41.4
Watkins, Spenser,657093,BAL,SL,Slider,-0.8,-2,292,17.8,81,0.185,0.346,0.235,25.9,18.5,15.8,0.217,0.394,0.262,25.8
Ruiz, José,614179,CWS,CH,Changeup,0,0,253,22.7,81,0.229,0.3,0.298,31.3,29.6,21.4,0.19,0.3,0.269,44.7
Burnes, Corbin,669203,MIL,SL,Slider,-0.5,-1,300,9.2,81,0.16,0.309,0.198,49.7,40.7,27.5,0.178,0.275,0.195,27.1
Schmidt, Clarke,657376,NYY,SL,Slider,-1,-4,352,37.8,81,0.183,0.282,0.251,41,34.6,26.2,0.159,0.283,0.241,33.3
Iglesias, Raisel,628452,ATL,FF,4-Seamer,-1.7,-5,307,31.4,80,0.192,0.315,0.253,29,32.5,27.1,0.228,0.431,0.311,47.9
Moll, Sam,594580,OAK,SIFT,Sinker,-0.3,-1,329,44.6,80,0.269,0.313,0.363,16.8,15,16.2,0.231,0.279,0.3,38.2
Gibson, Kyle,502043,PHI,CH,Changeup,0.9,3,294,10.7,80,0.263,0.4,0.286,27.7,21.3,17.7,0.216,0.294,0.221,23.8
Thornton, Trent,663423,TOR,SL,Slider,-3.1,-8,257,38.7,80,0.156,0.247,0.184,24.6,27.5,28.2,0.192,0.311,0.231,35.7
Crowe, Wil,640444,PIT,SIFT,Sinker,0.6,2,298,21.6,80,0.294,0.412,0.378,13.1,10,14.5,0.313,0.447,0.383,26.7
Cimber, Adam,643256,TOR,SIFT,Sinker,1.3,4,310,29.7,80,0.356,0.507,0.422,14.5,3.8,12,0.35,0.474,0.385,50.7
Eovaldi, Nathan,543135,BOS,CUKC,Curveball,-0.5,-2,322,18.5,80,0.197,0.355,0.264,33.8,36.3,24.4,0.164,0.253,0.199,31.3
Ragans, Cole,666142,TEX,FF,4-Seamer,4,13,314,44.5,80,0.388,0.701,0.513,11.6,12.5,10.6,0.306,0.516,0.408,47.4
Marinaccio, Ron,676760,NYY,CH,Changeup,-2.9,-8,287,37.9,80,0.141,0.211,0.216,40.9,36.3,33,0.142,0.216,0.218,25.6
Ottavino, Adam,493603,NYM,SIFT,Sinker,-1.6,-5,344,32.5,80,0.222,0.278,0.272,15,23.8,20.7,0.194,0.243,0.243,30.2
Peralta, Wandy,593974,NYY,SIFT,Sinker,-0.6,-2,304,37.3,80,0.225,0.254,0.3,24.1,12.5,18.2,0.25,0.328,0.299,35.5
Ramirez, Noé,598287,ARI,FF,4-Seamer,-0.6,-2,315,37.6,80,0.197,0.377,0.338,28.4,28.7,22.5,0.196,0.42,0.353,42.5
Chavez, Jesse,445926,ATL,SIFT,Sinker,3.6,11,315,26.2,80,0.434,0.697,0.507,13.3,18.8,16.5,0.398,0.605,0.449,58.1
Herget, Jimmy,623474,LAA,SL,Slider,-2.7,-9,339,34,80,0.123,0.205,0.183,28.3,17.5,20.9,0.204,0.34,0.268,35
Barnes, Matt,598264,BOS,FF,4-Seamer,0.2,1,318,45.9,80,0.238,0.397,0.349,23.6,13.8,13.6,0.251,0.488,0.388,50
Blackburn, Paul,621112,OAK,FC,Cutter,2,7,344,19.5,80,0.368,0.645,0.444,26.1,10,19,0.297,0.418,0.332,23.5
Rodriguez, Eduardo,593958,DET,FC,Cutter,-1,-4,362,24.6,80,0.24,0.36,0.298,14.2,17.5,20,0.269,0.38,0.308,29.5
Baker, Bryan,641329,BAL,FC,Cutter,2,6,312,26.4,79,0.324,0.446,0.358,22.5,17.7,14,0.253,0.344,0.289,36.7
Brash, Matt,666374,SEA,FF,4-Seamer,1.2,4,336,35.9,79,0.379,0.466,0.471,20,10.1,10.5,0.35,0.529,0.464,52
Robertson, David,502085,PHI,CUKC,Curveball,-2.2,-6,285,26.9,79,0.093,0.213,0.179,44.4,49.4,28.1,0.132,0.229,0.183,41.7
Wells, Tyler,669330,BAL,CH,Changeup,-2,-6,303,18.4,79,0.197,0.342,0.259,33.1,21.5,17.3,0.18,0.288,0.22,25.4
Rodriguez, Elvin,660730,DET,FF,4-Seamer,3.7,10,281,52.6,79,0.354,0.8,0.526,10.6,12.7,14.9,0.311,0.699,0.476,61.8
Houck, Tanner,656557,BOS,SIFT,Sinker,-0.7,-2,272,29.6,79,0.288,0.301,0.301,26.6,15.2,24,0.251,0.323,0.286,41
Clevinger, Mike,605182,SD,SIFT,Sinker,-3.2,-9,288,14.9,79,0.136,0.182,0.231,16.7,19,18.8,0.208,0.343,0.313,49
Smith, Drew,622098,NYM,SL,Slider,1,3,277,35.5,79,0.234,0.455,0.301,35.5,35.4,25,0.203,0.382,0.262,36.7
Phelps, David,475479,TOR,FF,4-Seamer,-1.7,-6,337,29.3,79,0.197,0.295,0.323,21.2,19,13.5,0.252,0.45,0.391,47.8
Snider, Collin,676092,KC,SL,Slider,0,0,288,49.4,79,0.247,0.384,0.303,28.1,19,15.5,0.276,0.431,0.335,39.7
Duffey, Tyler,608648,MIN,CUKC,Curveball,2.9,9,329,44.4,78,0.296,0.521,0.379,30.7,20.5,15.4,0.297,0.484,0.369,36.4
Newcomb, Sean,656794,CHC,FF,4-Seamer,0.1,0,304,55.1,78,0.222,0.349,0.345,22.6,20.5,22.9,0.229,0.388,0.349,44.7
Adam, Jason,592094,TB,SL,Slider,-3.8,-13,335,35.6,78,0.096,0.178,0.145,46.1,39.7,32,0.156,0.304,0.22,18.6
Sandlin, Nick,680704,CLE,SL,Slider,-0.1,0,331,44.7,78,0.176,0.25,0.251,41.7,38.5,24.2,0.123,0.186,0.207,15.8
Long, Sam,669674,SF,FF,4-Seamer,0.6,2,314,42.5,78,0.303,0.485,0.404,21.2,15.4,15.8,0.28,0.428,0.354,44.6
Matz, Steven,571927,STL,CH,Changeup,-0.7,-2,245,28.9,78,0.2,0.307,0.248,25.5,20.5,20.3,0.228,0.319,0.256,37.3
Helsley, Ryan,664854,STL,SL,Slider,-1.6,-5,309,32.1,78,0.111,0.292,0.215,53.5,50,33.1,0.135,0.294,0.229,42.4
Clarke, Taylor,664199,KC,SL,Slider,-0.4,-1,311,36.2,78,0.192,0.329,0.235,35.5,33.3,23,0.192,0.267,0.218,22.4
Chafin, Andrew,605177,DET,SL,Slider,-1.6,-5,287,31.9,78,0.085,0.127,0.162,60.4,56.4,26.5,0.121,0.174,0.175,31
Ramirez, Noé,598287,ARI,CH,Changeup,1.5,4,259,30.9,78,0.246,0.391,0.316,31.7,30.8,20.2,0.207,0.346,0.292,37.8
Blackburn, Paul,621112,OAK,CUKC,Curveball,-1.5,-5,310,17.6,78,0.16,0.307,0.216,31.3,37.2,21,0.2,0.307,0.237,41.3
López, Pablo,641154,MIA,SIFT,Sinker,-0.5,-1,237,8.1,78,0.224,0.388,0.333,22.1,2.6,5.6,0.273,0.374,0.34,40
Beede, Tyler,595881,PIT,FF,4-Seamer,0.7,2,254,23.7,78,0.348,0.435,0.376,10.2,9,11.9,0.325,0.475,0.38,52.4
Lamet, Dinelson,659275,COL,SL,Slider,0.2,1,315,54,78,0.157,0.3,0.227,52.3,50,33.9,0.155,0.266,0.216,45.5
Cabrera, Génesis,650893,STL,FF,4-Seamer,0.9,2,252,34.2,77,0.25,0.484,0.376,16.5,11.7,9.7,0.259,0.501,0.389,34.5
Iglesias, Raisel,628452,ATL,CH,Changeup,-1.6,-4,235,24,77,0.169,0.225,0.21,42.4,39,29.1,0.169,0.245,0.206,25.6
Darvish, Yu,506433,SD,SIFT,Sinker,-1.3,-4,269,9.1,77,0.169,0.338,0.255,15.5,20.8,22.2,0.214,0.432,0.31,40
Stephens, Jackson,623451,ATL,FF,4-Seamer,-1.3,-4,345,36.5,77,0.209,0.299,0.294,24.9,28.6,16.3,0.212,0.316,0.29,33.3
Wilson, Bryse,669060,PIT,SL,Slider,1.5,4,290,15.9,77,0.24,0.453,0.33,20.7,16.9,17.8,0.314,0.53,0.364,33.3
Trivino, Lou,642152,NYY,SIFT,Sinker,1.5,4,283,29.6,77,0.4,0.5,0.423,14.4,10.4,21.1,0.291,0.389,0.337,45.2
Germán, Domingo,593334,NYY,FF,4-Seamer,1.6,5,295,27.3,77,0.319,0.569,0.41,14.8,6.5,7.9,0.279,0.484,0.351,47.8
Beede, Tyler,595881,PIT,SIFT,Sinker,1.3,3,248,23.1,77,0.358,0.627,0.479,9.8,9.1,15.9,0.284,0.445,0.365,53.3
Germán, Domingo,593334,NYY,CH,Changeup,-1.6,-4,251,23.2,77,0.192,0.315,0.266,20.9,14.3,15.1,0.231,0.331,0.267,33.9
Suarez, José,660761,LAA,SL,Slider,-0.5,-2,358,20.1,77,0.153,0.333,0.236,31.1,28.6,17.7,0.183,0.357,0.261,30
Underwood Jr., Duane,621249,PIT,SIFT,Sinker,-0.4,-1,262,26.1,77,0.277,0.323,0.368,16.9,14.3,28.2,0.26,0.342,0.332,33.3
Wacha, Michael,608379,BOS,FC,Cutter,-1.9,-6,336,17.2,77,0.23,0.392,0.289,15,5.2,9.8,0.323,0.545,0.383,38
Grove, Michael,675627,LAD,FF,4-Seamer,0.8,2,241,51.1,77,0.268,0.408,0.363,9.2,9.1,13.5,0.239,0.359,0.292,43.8
Kelley, Trevor,665001,MIL,SIFT,Sinker,-1,-3,295,64.1,76,0.231,0.415,0.336,16.2,18.4,15.1,0.22,0.405,0.329,19.6
Lynn, Lance,458681,CWS,SIFT,Sinker,2.4,6,260,12.9,76,0.37,0.575,0.442,18,5.3,5.6,0.374,0.563,0.417,53.6
Castillo, Max,666721,KC,FF,4-Seamer,1.8,6,335,48.1,76,0.309,0.559,0.4,19.7,22.4,17.7,0.253,0.48,0.35,50
Muñoz, Andrés,662253,SEA,FF,4-Seamer,1.4,5,362,35.4,76,0.338,0.5,0.407,22.2,23.7,13.7,0.266,0.399,0.322,54.9
García, Jarlín,606424,SF,SL,Slider,-0.1,0,287,28.3,76,0.217,0.319,0.269,20.8,15.8,17.1,0.229,0.419,0.311,37.9
Kershaw, Clayton,477132,LAD,CUKC,Curveball,-2,-6,301,16.3,76,0.184,0.237,0.187,43.8,42.1,29.9,0.19,0.233,0.186,18.2
Carrasco, Carlos,471911,NYM,SIFT,Sinker,1.3,4,283,11.7,76,0.391,0.609,0.456,18.6,2.6,11.8,0.368,0.522,0.417,34.3
Marte, Yunior,628708,SF,SL,Slider,2,7,325,38,76,0.257,0.471,0.321,35.4,25,18.3,0.222,0.305,0.253,28.3
Burnes, Corbin,669203,MIL,CH,Changeup,-0.2,-1,322,9.8,75,0.222,0.431,0.293,46.7,33.3,20.7,0.231,0.422,0.298,27.1
Beede, Tyler,595881,PIT,CH,Changeup,-1.4,-4,283,26.4,75,0.188,0.304,0.25,29.7,17.3,14.3,0.228,0.316,0.274,25
Sanmartin, Reiver,665665,CIN,SL,Slider,0.8,2,275,26.7,75,0.239,0.388,0.305,31.2,25.3,17.8,0.192,0.314,0.26,26.5
Graveman, Kendall,608665,CWS,SL,Slider,-0.6,-2,288,27.8,75,0.232,0.362,0.294,42.2,34.7,28.9,0.209,0.322,0.257,34.1
Detmers, Reid,672282,LAA,CH,Changeup,1.5,4,246,11.3,75,0.268,0.408,0.325,24.3,12,11.8,0.299,0.438,0.34,38.7
Lugo, Seth,607625,NYM,SIFT,Sinker,1.7,4,236,21.9,75,0.343,0.571,0.413,13.3,20,26.8,0.274,0.437,0.334,30.9
Suarez, Robert,663158,SD,FF,4-Seamer,-0.4,-1,349,43.6,75,0.226,0.387,0.337,25.6,38.7,22.1,0.161,0.311,0.287,45.5
Lambert, Jimmy,669424,CWS,SL,Slider,-0.9,-2,270,33,75,0.2,0.277,0.273,34.4,26.7,19.4,0.17,0.246,0.25,31.1
Jax, Griffin,643377,MIN,FF,4-Seamer,0.5,2,390,33.7,75,0.258,0.53,0.371,19.3,14.7,10.4,0.26,0.496,0.362,44.6
Littell, Zack,641793,SF,SL,Slider,0.7,2,281,37.1,75,0.319,0.493,0.359,29.2,17.3,16,0.23,0.315,0.266,31
Kuhl, Chad,641771,COL,CUKC,Curveball,1.7,5,273,11.5,75,0.219,0.469,0.357,21.8,24,13.8,0.224,0.364,0.327,41.3
Leclerc, José,600917,TEX,FF,4-Seamer,2.5,7,286,36.6,75,0.298,0.579,0.452,28.7,18.7,17.9,0.264,0.505,0.411,47.7
Givens, Mychal,571710,NYM,SL,Slider,-0.8,-2,304,29.6,75,0.203,0.348,0.263,27.4,17.3,22.4,0.202,0.325,0.255,28.1
Whitlock, Garrett,676477,BOS,CH,Changeup,-1.9,-4,231,19.8,75,0.113,0.225,0.175,27.3,22.7,18.3,0.208,0.307,0.244,29.1
Espinoza, Anderson,659262,CHC,FF,4-Seamer,-0.8,-2,289,77.1,75,0.196,0.429,0.373,23.5,20,21.1,0.218,0.393,0.372,36.6
Hernández, Carlos,672578,KC,CUKC,Curveball,-0.2,0,230,22.2,74,0.212,0.303,0.256,23,16.2,16.7,0.238,0.322,0.286,29.1
Pruitt, Austin,643493,OAK,FF,4-Seamer,2.6,7,279,34.5,74,0.29,0.652,0.426,16.7,16.2,15.2,0.261,0.527,0.361,42.1
Effross, Scott,664123,NYY,SL,Slider,-2.1,-7,328,40.2,74,0.149,0.224,0.205,30.1,36.5,25.2,0.16,0.285,0.233,31.7
Moran, Jovani,663558,MIN,FF,4-Seamer,0,0,343,51,74,0.27,0.349,0.325,26,24.3,25,0.211,0.33,0.294,43.5
Hill, Rich,448179,BOS,SL,Slider,1.9,4,211,10.6,74,0.225,0.352,0.28,31.6,35.1,23.9,0.175,0.34,0.239,26.7
Sanchez, Aaron,592717,MIN,CUKC,Curveball,2.3,7,286,28.4,74,0.3,0.514,0.366,27.6,27,17.9,0.268,0.443,0.327,42
Gustave, Jandel,594311,MIL,SIFT,Sinker,0.8,2,265,56.9,74,0.273,0.409,0.364,12.5,18.9,20.6,0.268,0.419,0.34,48.1
Kremer, Dean,665152,BAL,CH,Changeup,1.3,4,300,15.4,74,0.273,0.348,0.319,26.3,18.9,11.9,0.253,0.335,0.304,28.8
Skubal, Tarik,669373,DET,CH,Changeup,-0.7,-2,285,14.9,74,0.2,0.243,0.222,47.5,39.2,27.9,0.186,0.227,0.21,26.8
