last_name, first_name,player_id,team_name_alt,pitch_type,pitch_name,run_value_per_100,run_value,pitches,pitch_usage,pa,ba,slg,woba,whiff_percent,k_percent,put_away,est_ba,est_slg,est_woba,hard_hit_percent
Cabrera, Edward,665795,MIA,CH,Changeup,-2.6,-10,397,32.7,111,0.172,0.269,0.273,32.6,21.6,19.5,0.193,0.284,0.287,27.5
Montero, Rafael,606160,HOU,FF,4-Seamer,-0.4,-2,498,45.6,111,0.191,0.298,0.29,35.1,35.1,25.3,0.187,0.271,0.271,39.3
Hill, Garrett,682051,DET,FF,4-Seamer,-0.1,0,405,39.7,110,0.239,0.318,0.331,20.3,17.3,17.4,0.269,0.455,0.383,38.6
Megill, Trevor,656730,MIN,FF,4-Seamer,-0.4,-2,424,54.8,110,0.296,0.388,0.339,21.8,20.9,18.4,0.276,0.488,0.363,46.1
Brebbia, John,605154,SF,FF,4-Seamer,-0.7,-3,504,46.2,110,0.218,0.406,0.293,23.9,30.9,17.1,0.203,0.385,0.281,38.2
Brasier, Ryan,518489,BOS,SL,Slider,-1.2,-5,423,42.9,109,0.17,0.33,0.238,32.9,28.4,19.7,0.204,0.335,0.262,38
Karinchak, James,675916,CLE,FF,4-Seamer,-2.9,-12,420,59.7,109,0.133,0.211,0.238,29.7,33,27.1,0.164,0.273,0.274,34.5
Skubal, Tarik,669373,DET,FF,4-Seamer,0.3,2,510,26.6,109,0.265,0.49,0.374,25.4,24.8,18.8,0.227,0.394,0.308,47.9
Zimmermann, Bruce,669145,BAL,CH,Changeup,1.8,6,332,29.4,109,0.305,0.562,0.392,18.4,13.8,14.9,0.268,0.477,0.329,36.3
García, Jarlín,606424,SF,FF,4-Seamer,0.4,2,435,42.9,109,0.245,0.459,0.337,21,22.9,21.6,0.255,0.447,0.338,49.3
Davis, Austin,656354,MIN,FF,4-Seamer,2.1,10,483,43.2,109,0.256,0.453,0.396,23.2,21.1,15.5,0.26,0.456,0.385,40
Eovaldi, Nathan,543135,BOS,FS,Splitter,-2.3,-8,363,20.9,109,0.181,0.229,0.224,39.1,33,24,0.215,0.294,0.24,49.3
Yarbrough, Ryan,642232,TB,CUKC,Curveball,-1,-4,366,27,108,0.211,0.4,0.333,31.7,20.4,16.7,0.183,0.326,0.27,23
Cishek, Steve,518553,WSH,SL,Slider,1.1,5,436,37.1,108,0.253,0.44,0.343,33.9,28.7,23.1,0.217,0.377,0.313,34.9
Sánchez, Cristopher,650911,PHI,SIFT,Sinker,-0.3,-1,404,61,108,0.247,0.43,0.357,14.4,16.7,22.5,0.274,0.451,0.366,45.3
Bubic, Kris,663460,KC,CUKC,Curveball,1,5,491,21.7,108,0.294,0.353,0.304,15.9,13.9,14.7,0.283,0.368,0.309,47.2
Wilson, Steven,621051,SD,FF,4-Seamer,0.4,2,456,52.2,108,0.233,0.344,0.315,25.5,23.1,17.2,0.215,0.364,0.319,47.8
Voth, Austin,608723,BAL,FC,Cutter,1.1,4,383,21.7,107,0.343,0.515,0.391,23.3,13.1,18.4,0.293,0.465,0.355,38.8
Fried, Max,608331,ATL,SIFT,Sinker,-1.4,-5,373,13.2,107,0.269,0.327,0.266,20.1,15,21.3,0.237,0.324,0.257,39.8
Oviedo, Johan,670912,PIT,FF,4-Seamer,0.4,2,426,43.5,107,0.272,0.402,0.349,13.6,14,12.6,0.256,0.394,0.339,45.5
Megill, Tylor,656731,NYM,FF,4-Seamer,-0.2,-1,450,56.9,107,0.298,0.426,0.35,28.5,23.4,21.7,0.275,0.473,0.348,31.5
Taillon, Jameson,592791,NYY,CUKC,Curveball,-2,-8,415,14.8,106,0.168,0.228,0.184,32,40.6,22.8,0.181,0.267,0.207,28.3
Hudson, Dakota,641712,STL,FF,4-Seamer,-0.2,-1,456,20.2,106,0.277,0.33,0.313,16.9,17.9,13.5,0.266,0.363,0.317,39.5
deGrom, Jacob,594798,NYM,FF,4-Seamer,-1,-5,446,47.4,106,0.208,0.416,0.283,28.9,32.1,32.1,0.221,0.461,0.307,32.8
Civale, Aaron,650644,CLE,SIFT,Sinker,-0.6,-2,348,21.9,105,0.266,0.426,0.339,7.4,12.4,15.5,0.305,0.46,0.37,40.7
Minor, Mike,501985,CIN,SL,Slider,1.1,5,435,24.9,105,0.289,0.474,0.364,19.2,14.3,13.2,0.237,0.407,0.308,30.5
Wantz, Andrew,681806,LAA,FF,4-Seamer,-2.1,-9,411,49.5,105,0.136,0.295,0.273,30.3,27.6,22.5,0.207,0.374,0.321,37.3
Nelson, Kyle,669459,ARI,SL,Slider,-0.3,-1,377,63.6,105,0.216,0.351,0.294,31.5,23.8,19.2,0.25,0.422,0.321,38.9
Ortega, Oliver,661383,LAA,FF,4-Seamer,-0.3,-1,323,57,105,0.242,0.352,0.33,12.2,15.2,16.3,0.29,0.45,0.366,43.4
Woodford, Jake,663765,STL,SIFT,Sinker,-0.9,-2,266,38.2,105,0.284,0.337,0.327,14.8,10.5,15.9,0.28,0.361,0.315,41.9
Musgrove, Joe,605397,SD,FC,Cutter,-1.9,-10,551,19.4,105,0.229,0.469,0.33,14.9,5.7,15,0.216,0.381,0.288,36.3
Sánchez, Aníbal,434671,WSH,CH,Changeup,0.6,2,315,25.6,105,0.2,0.422,0.328,26.9,21.9,15.6,0.242,0.367,0.321,30.9
Gallegos, Giovanny,606149,STL,FF,4-Seamer,-0.2,-1,473,47.9,105,0.208,0.417,0.296,20.4,24.8,15.1,0.215,0.447,0.312,46.5
Walker, Taijuan,592836,NYM,SL,Slider,0.8,3,407,16.3,105,0.237,0.392,0.305,28.7,22.9,15.1,0.231,0.375,0.294,46.6
Ohtani, Shohei,660271,LAA,FS,Splitter,-0.5,-2,315,12,105,0.125,0.25,0.163,48.8,62.9,30.3,0.103,0.163,0.121,28.9
Quintana, José,500779,STL,SIFT,Sinker,0.3,1,446,16.4,105,0.355,0.462,0.403,9.7,4.8,8.8,0.328,0.48,0.382,37.8
Stephan, Trevor,663986,CLE,FF,4-Seamer,-0.8,-4,491,47.6,105,0.326,0.453,0.363,24.4,18.1,18.4,0.243,0.349,0.287,42.3
Strickland, Hunter,519326,CIN,SL,Slider,0.4,2,422,38.4,104,0.242,0.463,0.325,36.9,28.8,22.4,0.211,0.389,0.29,30.3
Mayers, Mike,594577,LAA,FF,4-Seamer,0.7,3,409,46,104,0.207,0.5,0.333,20.5,24,18.1,0.243,0.499,0.352,52.9
Bello, Brayan,678394,BOS,SIFT,Sinker,0.6,2,351,35.2,104,0.402,0.526,0.43,18,11.5,17.9,0.274,0.384,0.315,45.9
Davis, Austin,656354,MIN,SL,Slider,-0.4,-2,428,38.3,104,0.23,0.299,0.297,25.8,26,18.5,0.224,0.315,0.309,28.6
Smeltzer, Devin,656970,MIN,CH,Changeup,-0.5,-2,290,25.7,104,0.242,0.354,0.284,18.1,13.5,13.6,0.252,0.35,0.279,37.2
Weaver, Luke,596133,KC,FF,4-Seamer,1.9,8,430,59.6,104,0.322,0.471,0.388,21.9,24,16.8,0.307,0.517,0.403,51.6
McFarland, T.J.,519008,STL,SIFT,Sinker,2.3,7,306,62.8,104,0.352,0.429,0.382,12.2,10.6,17.5,0.312,0.429,0.361,54.9
Cuas, Jose,621016,KC,SIFT,Sinker,-0.4,-2,426,62,104,0.318,0.432,0.39,15.6,11.5,13.5,0.278,0.372,0.344,35.1
Neris, Héctor,593576,HOU,FF,4-Seamer,-0.8,-3,415,41,104,0.207,0.37,0.297,24,25,23.9,0.231,0.485,0.349,54.5
Greinke, Zack,425844,KC,CH,Changeup,1.9,7,374,16.5,104,0.309,0.362,0.346,16.7,10.6,8.4,0.268,0.323,0.311,41.7
Hernandez, Elieser,622694,MIA,SL,Slider,1.5,6,395,36.1,104,0.21,0.56,0.341,32.6,32.7,23.3,0.193,0.43,0.275,32.8
Puk, A.J.,640462,OAK,SL,Slider,-1.5,-6,409,38.2,104,0.202,0.354,0.261,37,37.5,28.1,0.204,0.359,0.265,32.8
Falter, Bailey,663559,PHI,SIFT,Sinker,0.6,2,428,33.1,103,0.269,0.57,0.39,21.7,23.3,20.3,0.256,0.521,0.359,42.9
Germán, Domingo,593334,NYY,CUKC,Curveball,-0.4,-2,403,37.3,103,0.219,0.375,0.284,38.1,35.9,25.2,0.202,0.306,0.253,33.9
Foster, Matt,641582,CWS,FF,4-Seamer,0.3,1,400,52.1,103,0.232,0.411,0.315,18.3,22.3,19.3,0.244,0.424,0.319,38.9
Syndergaard, Noah,592789,PHI,SL,Slider,-0.1,0,454,22.4,103,0.218,0.386,0.283,22.8,25.2,18.2,0.247,0.405,0.29,30.7
Diekman, Jake,518617,CWS,SL,Slider,1.4,6,411,35.1,103,0.216,0.42,0.333,35.7,33,18.5,0.204,0.389,0.312,36.4
Raley, Brooks,548384,TB,SL,Slider,0,0,323,38.2,103,0.177,0.333,0.266,35,38.8,26.7,0.176,0.266,0.224,30.4
Barlow, Scott,605130,KC,CUKC,Curveball,-1.2,-5,373,31.1,102,0.138,0.202,0.2,43,40.2,25.5,0.148,0.226,0.204,16.7
Jackson, Zach,667427,OAK,FF,4-Seamer,-0.7,-3,480,54.1,102,0.165,0.253,0.286,24.6,24.5,22.1,0.215,0.421,0.36,46.4
Verlander, Justin,434378,HOU,CUKC,Curveball,-1.9,-9,490,18.8,102,0.158,0.267,0.203,24,37.3,25.2,0.182,0.269,0.206,33.3
Cotton, Jharel,605194,SF,CH,Changeup,0.7,2,299,40.4,102,0.198,0.385,0.306,32.9,32.4,19.8,0.191,0.306,0.267,31
Chafin, Andrew,605177,DET,SIFT,Sinker,-0.1,0,353,39.3,102,0.319,0.44,0.398,16.7,10.8,19.3,0.251,0.416,0.317,36.1
Severino, Luis,622663,NYY,SL,Slider,-1.8,-6,349,21.3,102,0.163,0.293,0.236,41.5,45.1,29.9,0.153,0.249,0.218,47.8
Crowe, Wil,640444,PIT,SL,Slider,1.3,6,432,31.3,102,0.213,0.326,0.299,32.8,24.5,15.9,0.25,0.348,0.322,42.2
Rodriguez, Eduardo,593958,DET,SIFT,Sinker,0.7,2,276,18.8,102,0.188,0.247,0.293,16.5,26.5,20,0.183,0.275,0.282,39.7
Freeland, Kyle,607536,COL,CH,Changeup,3,12,396,13.9,102,0.385,0.573,0.459,15.8,2.9,11.5,0.375,0.576,0.429,48.9
Lorenzen, Michael,547179,LAA,SIFT,Sinker,-0.8,-3,361,21.8,102,0.239,0.348,0.3,18.2,13.7,18.2,0.235,0.311,0.276,46.8
Swanson, Erik,657024,SEA,FF,4-Seamer,-1.4,-7,482,54.8,102,0.185,0.228,0.237,29.3,36.3,23.6,0.177,0.26,0.235,28.6
Thompson, Zach,605507,PIT,CUKC,Curveball,0.4,2,434,20.9,102,0.211,0.326,0.27,44.8,41.2,26.1,0.181,0.25,0.229,22.6
Akin, Keegan,669211,BAL,SL,Slider,-0.3,-1,364,29.5,102,0.196,0.268,0.249,22.6,20.6,16.3,0.234,0.316,0.255,35.1
Phillips, Evan,623465,LAD,SL,Slider,-1.6,-7,408,44.2,101,0.16,0.245,0.213,42.5,40.6,24.3,0.155,0.264,0.215,35.2
Warren, Art,605521,CIN,SL,Slider,0.5,2,382,58.3,101,0.228,0.391,0.297,34,28.7,23.2,0.233,0.437,0.323,34.4
Lorenzen, Michael,547179,LAA,CH,Changeup,-0.2,-1,369,22.3,101,0.154,0.242,0.232,38,29.7,18.8,0.183,0.261,0.242,24.6
Morejon, Adrian,670970,SD,FF,4-Seamer,-1.5,-6,373,69.1,101,0.215,0.333,0.291,21.8,16.8,17.3,0.223,0.428,0.31,38.2
Winder, Josh,680739,MIN,SL,Slider,-1.6,-6,371,33.3,101,0.186,0.32,0.243,30.9,23.8,18.6,0.2,0.344,0.251,27.4
Clevinger, Mike,605182,SD,SL,Slider,1.5,6,397,20.6,101,0.253,0.411,0.327,29.3,25.7,16,0.225,0.324,0.266,26.1
Moll, Sam,594580,OAK,SL,Slider,-0.5,-2,408,55.4,101,0.16,0.351,0.258,29.8,33.7,24.3,0.184,0.325,0.245,32.8
Fleming, Josh,676596,TB,SIFT,Sinker,1.9,7,362,54.7,100,0.34,0.5,0.387,23.1,21,19.1,0.237,0.343,0.279,37
Heasley, Jonathan,669169,KC,CH,Changeup,1.4,5,383,21.3,100,0.253,0.418,0.327,24.6,18,14.6,0.236,0.366,0.298,33.8
Brieske, Beau,689225,DET,CH,Changeup,-2.2,-6,285,22.1,100,0.173,0.276,0.221,21.6,22,20,0.206,0.323,0.238,25
García, Rony,665621,DET,FF,4-Seamer,0.4,2,395,44.6,100,0.222,0.478,0.343,18.8,21,17.8,0.286,0.647,0.425,55.1
Smith, Caleb,592761,ARI,SL,Slider,1,3,357,28.9,100,0.253,0.484,0.34,31.3,25,20.7,0.248,0.44,0.315,27.1
Murfee, Penn,682171,SEA,FF,4-Seamer,-1.1,-5,412,41.1,100,0.247,0.371,0.315,21.2,18,18,0.276,0.406,0.34,29.6
Maton, Phil,664208,HOU,CUKC,Curveball,-0.8,-3,343,31.5,100,0.165,0.341,0.281,32,30,24,0.199,0.293,0.282,23.2
Barlow, Joe,669618,TEX,SL,Slider,-1.1,-4,334,60.3,100,0.193,0.295,0.263,29.5,19,17.4,0.246,0.409,0.33,40
Leiter Jr., Mark,643410,CHC,CH,Changeup,-3,-7,245,22.6,100,0.09,0.135,0.163,52.5,52,34,0.096,0.12,0.161,13.5
Gomber, Austin,596295,COL,CH,Changeup,-1.1,-4,362,17.6,100,0.266,0.415,0.323,25.7,13,14.8,0.258,0.416,0.31,29.3
Lawrence, Justin,664875,COL,SIFT,Sinker,-0.1,-1,422,55.3,99,0.337,0.41,0.384,13.1,8.1,11,0.305,0.425,0.371,49.4
Pérez, Cionel,672335,BAL,SL,Slider,-1.7,-6,355,39.4,99,0.182,0.216,0.243,30.7,27.3,18.4,0.223,0.342,0.295,27.9
Acevedo, Domingo,642758,OAK,FF,4-Seamer,0.6,3,423,42.1,99,0.247,0.459,0.348,21,15.2,13.2,0.275,0.49,0.378,43.7
Rodríguez, Joely,570257,NYM,CH,Changeup,-0.1,0,327,38.8,99,0.182,0.307,0.255,38.5,29.3,23,0.229,0.367,0.299,37.7
Festa, Matthew,670036,SEA,FF,4-Seamer,-0.8,-3,388,43.3,99,0.179,0.44,0.323,28.9,25.3,20.8,0.233,0.446,0.352,37.3
Ober, Bailey,641927,MIN,FF,4-Seamer,0.3,1,419,49.1,98,0.256,0.433,0.332,22.7,13.3,10.5,0.268,0.539,0.368,33.3
Gutierrez, Vladimir,661269,CIN,FF,4-Seamer,4.3,15,340,49.7,98,0.316,0.747,0.484,12.3,13.3,14,0.252,0.533,0.396,53.7
Blach, Ty,621389,COL,SIFT,Sinker,0.8,3,370,54.9,98,0.264,0.437,0.326,18.2,18.4,21.4,0.262,0.388,0.309,44.4
Armstrong, Shawn,542888,TB,SIFT,Sinker,0.3,1,373,35.6,98,0.322,0.448,0.386,17,10.2,11.2,0.261,0.374,0.32,26.9
Rucker, Michael,621074,CHC,FF,4-Seamer,-0.8,-3,393,43,98,0.222,0.407,0.328,20.2,14.3,13.6,0.235,0.412,0.337,39.1
Flexen, Chris,623167,SEA,CH,Changeup,-1.6,-6,355,16.1,98,0.165,0.264,0.22,33.1,22.4,21.4,0.222,0.354,0.282,24.6
Hughes, Brandon,676714,CHC,SL,Slider,-0.4,-2,435,44.7,97,0.172,0.356,0.278,49.1,38.1,24,0.19,0.303,0.271,29.4
De Jong, Chase,608328,PIT,SL,Slider,-2.2,-7,343,29.2,97,0.17,0.307,0.241,41.4,34,26.4,0.166,0.312,0.242,35.7
Keller, Mitch,656605,PIT,CUKC,Curveball,2.3,9,412,15.5,97,0.275,0.429,0.337,20,18.6,15.1,0.25,0.379,0.297,41.1
Lorenzen, Michael,547179,LAA,FF,4-Seamer,0.5,2,368,22.2,97,0.25,0.329,0.359,17.9,18.6,14.6,0.256,0.356,0.36,36.2
Tepera, Ryan,572193,LAA,SL,Slider,-0.2,-1,381,42.7,97,0.191,0.34,0.251,42.1,30.9,21.1,0.23,0.387,0.28,31.3
Weems, Jordan,607179,WSH,FF,4-Seamer,0.9,4,471,63.8,97,0.244,0.547,0.36,22.5,20.6,13.6,0.237,0.445,0.326,45.6
Cimber, Adam,643256,TOR,SL,Slider,-0.2,-1,369,35.3,97,0.227,0.409,0.301,17.4,15.5,17,0.256,0.444,0.321,35.5
Ureña, José,570632,COL,SL,Slider,-0.3,-1,396,24.4,97,0.19,0.333,0.265,29.6,23.7,15,0.191,0.327,0.27,21.9
Luzardo, Jesús,666200,MIA,CH,Changeup,-1.4,-5,371,22.6,97,0.19,0.298,0.269,44.9,27.8,25,0.219,0.346,0.298,27.6
Abreu, Bryan,650556,HOU,FF,4-Seamer,0.4,2,459,45,97,0.287,0.362,0.351,26.6,19.6,18.4,0.252,0.375,0.356,33.9
Odorizzi, Jake,543606,ATL,FC,Cutter,-0.6,-2,379,21.1,97,0.222,0.367,0.287,22.3,20.6,22,0.242,0.391,0.298,27.8
Machado, Andres,600921,WSH,FF,4-Seamer,1.8,5,305,30.6,96,0.322,0.621,0.417,18.5,18.8,14.8,0.308,0.576,0.399,52.8
Santana, Dennis,642701,TEX,SIFT,Sinker,3.2,12,386,39,96,0.354,0.468,0.441,11.3,8.3,14.8,0.338,0.46,0.402,41.7
Jackson, Zach,667427,OAK,SL,Slider,-0.6,-3,396,44.6,96,0.176,0.212,0.234,44.5,43.8,29,0.156,0.231,0.231,31.8
Gray, Sonny,543243,MIN,CUKC,Curveball,-1.5,-7,460,24.6,96,0.193,0.273,0.232,24.9,26,22.3,0.247,0.376,0.3,40
Cueto, Johnny,456501,CWS,SL,Slider,-0.3,-1,391,16.5,96,0.258,0.387,0.301,20,15.6,17.4,0.253,0.408,0.297,35.9
Moronta, Reyes,606625,ARI,FF,4-Seamer,-0.4,-1,342,53.4,96,0.235,0.457,0.357,15.7,12.5,16,0.229,0.415,0.341,41.4
Cease, Dylan,656302,CWS,CUKC,Curveball,1.2,5,435,13.9,95,0.253,0.391,0.322,28.3,32.6,23.8,0.215,0.313,0.269,42.9
Hand, Brad,543272,PHI,SL,Slider,0.8,3,425,52,95,0.222,0.321,0.289,22,25.3,16.7,0.214,0.297,0.289,16.9
Santana, Dennis,642701,TEX,SL,Slider,-0.6,-2,401,40.5,95,0.2,0.282,0.273,41,32.6,23.8,0.209,0.284,0.259,29.1
Acevedo, Domingo,642758,OAK,SL,Slider,-0.8,-3,348,34.6,95,0.207,0.348,0.259,42.5,31.6,27.3,0.202,0.295,0.229,25
Bickford, Phil,641360,LAD,SL,Slider,0.9,3,316,31.9,95,0.2,0.456,0.286,24,29.5,23.1,0.222,0.419,0.28,33.8
Pérez, Cionel,672335,BAL,FF,4-Seamer,-2.5,-10,403,44.7,95,0.221,0.314,0.272,28.4,23.2,21.8,0.256,0.423,0.324,43.1
Abreu, Albert,656061,NYY,SIFT,Sinker,-1.4,-5,343,48.5,95,0.259,0.296,0.328,16.6,14.7,17.5,0.243,0.302,0.297,37.7
Wilson, Steven,621051,SD,SL,Slider,-1.3,-5,369,42.2,94,0.125,0.318,0.209,34.5,28.7,20.6,0.143,0.253,0.196,25.8
Ferguson, Caleb,657571,LAD,FF,4-Seamer,-1.5,-6,388,66.9,94,0.175,0.287,0.282,29.3,28.7,24.3,0.192,0.28,0.279,30.2
Nelson, Nick,656793,PHI,CH,Changeup,2.5,9,353,29.3,94,0.286,0.405,0.334,34.2,25.5,19.2,0.227,0.314,0.278,23
McClanahan, Shane,663556,TB,SL,Slider,0.6,2,381,15.5,94,0.267,0.456,0.335,46.4,30.9,26.9,0.255,0.419,0.306,31.1
Howard, Spencer,675921,TEX,FF,4-Seamer,1.3,5,348,50.3,94,0.289,0.53,0.388,12.6,18.1,17.3,0.261,0.47,0.356,45.5
Stephan, Trevor,663986,CLE,FS,Splitter,-0.6,-2,285,27.6,94,0.153,0.224,0.219,54,55.3,32.1,0.125,0.187,0.184,26.5
Thompson, Keegan,624522,CHC,CUKC,Curveball,1.3,4,327,17.4,94,0.216,0.443,0.307,34.9,29.8,24.6,0.199,0.345,0.265,31.7
Stammen, Craig,489334,SD,SIFT,Sinker,-0.3,-1,378,53.9,94,0.267,0.419,0.332,17.9,18.1,21,0.263,0.397,0.313,44.3
Luzardo, Jesús,666200,MIA,FF,4-Seamer,-0.3,-1,447,27.2,94,0.207,0.414,0.306,15.1,24.5,16,0.23,0.406,0.305,37.5
Pallante, Andre,669467,STL,SL,Slider,-1.8,-6,344,19.6,93,0.195,0.244,0.253,22.6,20.4,18.3,0.258,0.352,0.316,39.7
Alexander, Tyler,641302,DET,CH,Changeup,2.7,8,294,18.5,93,0.337,0.478,0.36,19,9.7,9.2,0.326,0.486,0.349,27.4
Espino, Paolo,502179,WSH,SL,Slider,0.6,2,400,21.4,93,0.329,0.6,0.408,29.6,14,15.5,0.258,0.429,0.318,25.3
Morgan, Eli,669212,CLE,CH,Changeup,0.5,1,283,27.8,93,0.184,0.391,0.289,21.3,23.7,18.5,0.2,0.291,0.243,27.7
Keuchel, Dallas,572971,TEX,CH,Changeup,1.7,5,306,26.3,93,0.299,0.356,0.327,29.8,15.1,13.3,0.271,0.347,0.292,28.4
Severino, Luis,622663,NYY,CH,Changeup,1.9,7,366,22.3,93,0.235,0.365,0.305,31.5,28,20.6,0.209,0.304,0.259,31.7
Familia, Jeurys,544727,BOS,SIFT,Sinker,2.8,11,378,46.3,93,0.4,0.65,0.495,26.3,10.8,15.4,0.307,0.476,0.39,50
Soto, Gregory,642397,DET,FF,4-Seamer,0.4,1,351,31.9,93,0.195,0.299,0.289,26.2,30.1,19.4,0.201,0.312,0.298,50
Lange, Alex,656638,DET,SIFT,Sinker,2,6,298,28.5,93,0.257,0.419,0.399,12.9,12.9,18.8,0.265,0.451,0.384,35.9
Pepiot, Ryan,686752,LAD,FF,4-Seamer,-0.2,-1,414,56.2,93,0.194,0.389,0.348,28,26.9,19.1,0.207,0.407,0.359,42.6
Williams, Devin,642207,MIL,FF,4-Seamer,-1.8,-7,403,37.7,93,0.09,0.128,0.192,34.9,47.3,30.1,0.117,0.185,0.222,32.4
Rodríguez, Joely,570257,NYM,SIFT,Sinker,-1.1,-5,408,48.5,93,0.263,0.3,0.308,14.3,19.4,25.4,0.242,0.297,0.297,25.4
Crowe, Wil,640444,PIT,CH,Changeup,0.5,2,388,28.1,93,0.229,0.434,0.351,33.7,22.6,19.3,0.226,0.381,0.304,30.2
Effross, Scott,664123,NYY,SIFT,Sinker,0.8,2,276,33.9,92,0.333,0.471,0.378,15,17.4,36.4,0.273,0.387,0.311,45.1
Lee, Dylan,669276,ATL,FF,4-Seamer,0,0,343,45.5,92,0.202,0.298,0.259,23.9,27.2,24,0.193,0.306,0.256,50.8
Lee, Dylan,669276,ATL,SL,Slider,-1.9,-7,360,47.7,92,0.211,0.356,0.245,46.2,32.6,28,0.22,0.365,0.258,31.1
Bautista, Félix,642585,BAL,FS,Splitter,-2.3,-6,261,26.2,92,0.088,0.187,0.121,52.9,63,36.5,0.083,0.14,0.103,21.2
Scherzer, Max,453286,NYM,CH,Changeup,1.3,3,272,12.6,92,0.224,0.365,0.299,23.2,28.3,16.6,0.212,0.322,0.267,25.4
Adam, Jason,592094,TB,CH,Changeup,-2,-6,303,32.2,92,0.148,0.259,0.229,34.4,27.2,23.8,0.184,0.263,0.247,33.3
Graterol, Brusdar,660813,LAD,SIFT,Sinker,-2.7,-8,288,42.7,92,0.188,0.259,0.246,15.4,14.1,21.7,0.2,0.259,0.24,27.8
Martin, Chris,455119,LAD,FF,4-Seamer,-2.5,-9,364,42.4,92,0.146,0.315,0.209,30.1,48.9,29.2,0.157,0.313,0.217,45.5
Brogdon, Connor,641401,PHI,CH,Changeup,-0.9,-3,307,43.2,92,0.227,0.352,0.279,31.9,25,20,0.226,0.343,0.267,27.7
Lawrence, Justin,664875,COL,SL,Slider,1.5,5,341,44.7,92,0.193,0.361,0.28,37.2,43.5,24.5,0.139,0.224,0.212,20.9
Norris, Daniel,596057,DET,FF,4-Seamer,0.8,3,347,34.3,92,0.227,0.56,0.404,21.1,20.7,22.4,0.24,0.518,0.391,50
Davidson, Tucker,656353,LAA,FF,4-Seamer,2.6,9,343,37.6,91,0.301,0.562,0.441,14.6,2.2,2.6,0.303,0.506,0.417,50.7
Littell, Zack,641793,SF,FF,4-Seamer,0.9,3,384,50.7,91,0.265,0.542,0.37,25.1,22,16.4,0.227,0.479,0.334,42.9
Bass, Anthony,542914,TOR,SIFT,Sinker,-2.8,-8,299,30.3,91,0.215,0.266,0.286,14.6,15.4,24.1,0.284,0.423,0.359,33.8
Woodruff, Brandon,605540,MIL,CH,Changeup,-0.8,-3,413,16.3,91,0.207,0.345,0.259,54,42.9,27.7,0.193,0.297,0.233,25
Bush, Matt,456713,MIL,CUKC,Curveball,-2.5,-8,320,35.2,91,0.163,0.291,0.213,34.4,31.9,28.2,0.164,0.256,0.203,29.3
Payamps, Joel,606303,OAK,SL,Slider,0.6,2,344,36.1,91,0.302,0.419,0.34,23.2,22,17.4,0.268,0.409,0.311,42.6
Ramirez, Yohan,670990,PIT,SIFT,Sinker,-2.5,-9,346,55.8,91,0.221,0.247,0.274,12.7,11,11.4,0.25,0.321,0.31,39.1
Yarbrough, Ryan,642232,TB,CH,Changeup,1.2,4,324,23.9,91,0.299,0.425,0.338,18.8,14.3,10.2,0.312,0.485,0.354,30.7
Díaz, Alexis,664747,CIN,SL,Slider,-1.9,-7,372,34.5,91,0.133,0.253,0.22,45,42.9,26.9,0.159,0.285,0.235,27.3
Brubaker, JT,664141,PIT,CUKC,Curveball,-1,-4,382,16,91,0.216,0.33,0.273,31.5,24.2,22.7,0.235,0.36,0.272,37.9
Luzardo, Jesús,666200,MIA,SIFT,Sinker,-1.1,-4,331,20.1,90,0.22,0.354,0.296,20.1,18.9,23.6,0.273,0.394,0.327,47.7
Hentges, Sam,656529,CLE,FF,4-Seamer,0.4,2,348,36.9,90,0.295,0.397,0.371,23.6,17.8,18.8,0.268,0.392,0.335,42.9
Swarmer, Matt,664161,CHC,SL,Slider,0.8,3,388,59.1,90,0.212,0.525,0.359,41,33.3,21.7,0.181,0.394,0.294,50
Cishek, Steve,518553,WSH,SIFT,Sinker,0.5,2,395,33.6,90,0.275,0.5,0.373,13.8,11.1,15.2,0.33,0.572,0.413,39.4
Martin, Davis,663436,CWS,SL,Slider,0,0,337,32.3,90,0.205,0.349,0.268,41.4,28.9,20.8,0.191,0.3,0.245,32.8
Smyly, Drew,592767,CHC,FC,Cutter,-0.2,-1,340,18.7,90,0.268,0.537,0.363,14.4,4.4,4.9,0.3,0.543,0.394,38
Hicks, Jordan,663855,STL,SL,Slider,-1.6,-5,332,31.6,89,0.122,0.297,0.262,48.9,52.8,34.3,0.107,0.212,0.231,17.9
Alexander, Tyler,641302,DET,SIFT,Sinker,1.9,6,309,19.4,89,0.32,0.493,0.401,12.5,12.4,13.1,0.279,0.425,0.351,40.3
Urquidy, José,664353,HOU,SL,Slider,0.2,1,357,13.5,89,0.218,0.356,0.267,28.6,22.5,15.5,0.24,0.364,0.271,23.9
Pruitt, Austin,643493,OAK,SL,Slider,-2,-7,329,40.7,89,0.165,0.247,0.224,30,18,21.3,0.212,0.348,0.254,25.7
Kirby, George,669923,SEA,SIFT,Sinker,0,0,255,12.2,89,0.266,0.291,0.299,11.9,28.1,26,0.199,0.268,0.26,27.8
Valdez, Framber,664285,HOU,FC,Cutter,-1.7,-5,311,10.3,89,0.118,0.2,0.175,35.4,32.6,26.1,0.168,0.255,0.2,33.3
Herget, Jimmy,623474,LAA,CUKC,Curveball,-1.6,-4,269,27,89,0.12,0.241,0.185,36.4,44.9,29.2,0.113,0.184,0.155,20
